Area,Item,Year,Value
Qatar,"Meat indigenous, total",2022,99935000
Qatar,"Meat indigenous, total",2023,111191000
Qatar,"Milk, Total",2017,124201000
Qatar,"Milk, Total",2018,138895000
Qatar,"Milk, Total",2019,145419000
Qatar,"Milk, Total",2020,151990000
Qatar,"Milk, Total",2021,145184000
Qatar,"Milk, Total",2022,135683000
Qatar,"Milk, Total",2023,132491000
Qatar,"Roots and Tubers, Total",2017,80000
Qatar,"Roots and Tubers, Total",2018,13000
Qatar,"Roots and Tubers, Total",2019,64000
Qatar,"Roots and Tubers, Total",2020,192000
Qatar,"Roots and Tubers, Total",2021,431000
Qatar,"Roots and Tubers, Total",2022,333000
Qatar,"Roots and Tubers, Total",2023,901000
Qatar,Vegetables and Fruit Primary,2017,64007000
Qatar,Vegetables and Fruit Primary,2018,74394000
Qatar,Vegetables and Fruit Primary,2019,91123000
Qatar,Vegetables and Fruit Primary,2020,94853000
Qatar,Vegetables and Fruit Primary,2021,94473000
Qatar,Vegetables and Fruit Primary,2022,100304000
Qatar,Vegetables and Fruit Primary,2023,99221000
Republic of Korea,Agriculture,2017,44702850000
Republic of Korea,Agriculture,2018,48985640000
Republic of Korea,Agriculture,2019,46316053000
Republic of Korea,Agriculture,2020,44197961000
Republic of Korea,Agriculture,2021,49667252000
Republic of Korea,Agriculture,2022,41742065000
Republic of Korea,Agriculture,2023,41572970000
Republic of Korea,"Cereals, primary",2017,8039183000
Republic of Korea,"Cereals, primary",2018,10613588000
Republic of Korea,"Cereals, primary",2019,10446412000
Republic of Korea,"Cereals, primary",2020,10006975000
Republic of Korea,"Cereals, primary",2021,12679814000
Republic of Korea,"Cereals, primary",2022,9172106000
Republic of Korea,"Cereals, primary",2023,9019027000
Republic of Korea,Crops,2017,29445872000
Republic of Korea,Crops,2018,32470736000
Republic of Korea,Crops,2019,31652160000
Republic of Korea,Crops,2020,29133898000
Republic of Korea,Crops,2021,33692317000
Republic of Korea,Crops,2022,26840394000
Republic of Korea,Crops,2023,26510682000
Republic of Korea,"Meat indigenous, total",2017,12106161000
Republic of Korea,"Meat indigenous, total",2018,13333827000
Republic of Korea,"Meat indigenous, total",2019,11974594000
Republic of Korea,"Meat indigenous, total",2020,12438561000
Republic of Korea,"Meat indigenous, total",2021,13188784000
Republic of Korea,"Meat indigenous, total",2022,12289187000
Republic of Korea,"Meat indigenous, total",2023,12395821000
Republic of Korea,"Milk, Total",2017,1511236000
Republic of Korea,"Milk, Total",2018,1422263000
Republic of Korea,"Milk, Total",2019,1192136000
Republic of Korea,"Milk, Total",2020,1073881000
Republic of Korea,"Milk, Total",2021,1182195000
Republic of Korea,"Milk, Total",2022,1105216000
Republic of Korea,"Milk, Total",2023,1067951000
Republic of Korea,"Roots and Tubers, Total",2017,279044000
Republic of Korea,"Roots and Tubers, Total",2018,303429000
Republic of Korea,"Roots and Tubers, Total",2019,273201000
Republic of Korea,"Roots and Tubers, Total",2020,268301000
Republic of Korea,"Roots and Tubers, Total",2021,302046000
Republic of Korea,"Roots and Tubers, Total",2022,241789000
Republic of Korea,"Roots and Tubers, Total",2023,242359000
Republic of Korea,Vegetables and Fruit Primary,2017,19868763000
Republic of Korea,Vegetables and Fruit Primary,2018,20230892000
Republic of Korea,Vegetables and Fruit Primary,2019,19684696000
Republic of Korea,Vegetables and Fruit Primary,2020,17693816000
Republic of Korea,Vegetables and Fruit Primary,2021,19333871000
Republic of Korea,Vegetables and Fruit Primary,2022,16109143000
Republic of Korea,Vegetables and Fruit Primary,2023,15902420000
Republic of Moldova,Agriculture,2017,1561662000
Republic of Moldova,Agriculture,2018,1639076000
Republic of Moldova,Agriculture,2019,1610804000
Republic of Moldova,Agriculture,2020,1276732000
Republic of Moldova,Agriculture,2021,2291645000
Republic of Moldova,Agriculture,2022,1580410000
Republic of Moldova,Agriculture,2023,1772907000
Republic of Moldova,"Cereals, primary",2017,415725000
Republic of Moldova,"Cereals, primary",2018,482108000
Republic of Moldova,"Cereals, primary",2019,461351000
Republic of Moldova,"Cereals, primary",2020,260603000
Republic of Moldova,"Cereals, primary",2021,892170000
Republic of Moldova,"Cereals, primary",2022,374168000
Republic of Moldova,"Cereals, primary",2023,480880000
Republic of Moldova,Crops,2017,1180724000
Republic of Moldova,Crops,2018,1234140000
Republic of Moldova,Crops,2019,1217804000
Republic of Moldova,Crops,2020,970684000
Republic of Moldova,Crops,2021,1990142000
Republic of Moldova,Crops,2022,1261797000
Republic of Moldova,Crops,2023,1444138000
Republic of Moldova,"Meat indigenous, total",2017,188001000
Republic of Moldova,"Meat indigenous, total",2018,222305000
Republic of Moldova,"Meat indigenous, total",2019,231754000
Republic of Moldova,"Meat indigenous, total",2020,133639000
Republic of Moldova,"Meat indigenous, total",2021,122674000
Republic of Moldova,"Meat indigenous, total",2022,124261000
Republic of Moldova,"Meat indigenous, total",2023,126027000
Republic of Moldova,"Milk, Total",2017,145143000
Republic of Moldova,"Milk, Total",2018,131984000
Republic of Moldova,"Milk, Total",2019,115618000
Republic of Moldova,"Milk, Total",2020,128580000
Republic of Moldova,"Milk, Total",2021,123949000
Republic of Moldova,"Milk, Total",2022,121298000
Republic of Moldova,"Milk, Total",2023,125003000
Republic of Moldova,"Roots and Tubers, Total",2017,26690000
Republic of Moldova,"Roots and Tubers, Total",2018,26712000
Republic of Moldova,"Roots and Tubers, Total",2019,34004000
Republic of Moldova,"Roots and Tubers, Total",2020,27191000
Republic of Moldova,"Roots and Tubers, Total",2021,32644000
Republic of Moldova,"Roots and Tubers, Total",2022,36001000
Republic of Moldova,"Roots and Tubers, Total",2023,47592000
Republic of Moldova,Sugar Crops Primary,2017,36948000
Republic of Moldova,Sugar Crops Primary,2018,25462000
Republic of Moldova,Sugar Crops Primary,2019,23936000
Republic of Moldova,Sugar Crops Primary,2020,15857000
Republic of Moldova,Sugar Crops Primary,2021,28461000
Republic of Moldova,Sugar Crops Primary,2022,24546000
Republic of Moldova,Sugar Crops Primary,2023,24379000
Republic of Moldova,Vegetables and Fruit Primary,2017,375573000
Republic of Moldova,Vegetables and Fruit Primary,2018,379925000
Republic of Moldova,Vegetables and Fruit Primary,2019,377555000
Republic of Moldova,Vegetables and Fruit Primary,2020,398846000
Republic of Moldova,Vegetables and Fruit Primary,2021,415358000
Republic of Moldova,Vegetables and Fruit Primary,2022,377914000
Republic of Moldova,Vegetables and Fruit Primary,2023,486188000
Romania,Agriculture,2017,17429026000
Romania,Agriculture,2018,17637289000
Romania,Agriculture,2019,16860758000
Romania,Agriculture,2020,14365197000
Romania,Agriculture,2021,19334473000
Romania,Agriculture,2022,17989631000
Romania,Agriculture,2023,18769439000
Romania,"Cereals, primary",2017,4557257000
Romania,"Cereals, primary",2018,5693721000
Romania,"Cereals, primary",2019,5299016000
Romania,"Cereals, primary",2020,3468888000
Romania,"Cereals, primary",2021,6609172000
Romania,"Cereals, primary",2022,5717076000
Romania,"Cereals, primary",2023,5082637000
Romania,Crops,2017,11899725000
Romania,Crops,2018,12706711000
Romania,Crops,2019,12065178000
Romania,Crops,2020,9587367000
Romania,Crops,2021,14113384000
Romania,Crops,2022,12164551000
Romania,Crops,2023,11506351000
Romania,"Meat indigenous, total",2017,2086941000
Romania,"Meat indigenous, total",2018,1820895000
Romania,"Meat indigenous, total",2019,1834319000
Romania,"Meat indigenous, total",2020,1751555000
Romania,"Meat indigenous, total",2021,1869369000
Romania,"Meat indigenous, total",2022,2034059000
Romania,"Meat indigenous, total",2023,2411021000
Romania,"Milk, Total",2017,2371831000
Romania,"Milk, Total",2018,2062236000
Romania,"Milk, Total",2019,2002478000
Romania,"Milk, Total",2020,2121133000
Romania,"Milk, Total",2021,2298486000
Romania,"Milk, Total",2022,2579351000
Romania,"Milk, Total",2023,3327024000
Romania,"Roots and Tubers, Total",2017,1022949000
Romania,"Roots and Tubers, Total",2018,1065968000
Romania,"Roots and Tubers, Total",2019,1289245000
Romania,"Roots and Tubers, Total",2020,716862000
Romania,"Roots and Tubers, Total",2021,557736000
Romania,"Roots and Tubers, Total",2022,691766000
Romania,"Roots and Tubers, Total",2023,727009000
Romania,Sugar Crops Primary,2017,37677000
Romania,Sugar Crops Primary,2018,32265000
Romania,Sugar Crops Primary,2019,30298000
Romania,Sugar Crops Primary,2020,23701000
Romania,Sugar Crops Primary,2021,24483000
Romania,Sugar Crops Primary,2022,11401000
Romania,Sugar Crops Primary,2023,16767000
Romania,Vegetables and Fruit Primary,2017,3842456000
Romania,Vegetables and Fruit Primary,2018,3731622000
Romania,Vegetables and Fruit Primary,2019,3412385000
Romania,Vegetables and Fruit Primary,2020,3864679000
Romania,Vegetables and Fruit Primary,2021,4198060000
Romania,Vegetables and Fruit Primary,2022,3156839000
Romania,Vegetables and Fruit Primary,2023,3305859000
Russian Federation,Agriculture,2017,77916100000
Russian Federation,Agriculture,2018,75258358000
Russian Federation,Agriculture,2019,81544785000
Russian Federation,Agriculture,2020,81285617000
Russian Federation,Agriculture,2021,96130847000
Russian Federation,Agriculture,2022,116956323000
Russian Federation,Agriculture,2023,95598630000
Russian Federation,"Cereals, primary",2017,16339387000
Russian Federation,"Cereals, primary",2018,14529372000
Russian Federation,"Cereals, primary",2019,18363810000
Russian Federation,"Cereals, primary",2020,21071911000
Russian Federation,"Cereals, primary",2021,22428318000
Russian Federation,"Cereals, primary",2022,29139021000
Russian Federation,"Cereals, primary",2023,21104303000
Russian Federation,Crops,2017,37959213000
Russian Federation,Crops,2018,36968511000
Russian Federation,Crops,2019,41994399000
Russian Federation,Crops,2020,43867128000
Russian Federation,Crops,2021,54353296000
Russian Federation,Crops,2022,65940819000
Russian Federation,Crops,2023,52217145000
Russian Federation,"Meat indigenous, total",2017,24205681000
Russian Federation,"Meat indigenous, total",2018,23988800000
Russian Federation,"Meat indigenous, total",2019,24265802000
Russian Federation,"Meat indigenous, total",2020,22845643000
Russian Federation,"Meat indigenous, total",2021,26020527000
Russian Federation,"Meat indigenous, total",2022,31062366000
Russian Federation,"Meat indigenous, total",2023,26118439000
Russian Federation,"Milk, Total",2017,12654336000
Russian Federation,"Milk, Total",2018,11151245000
Russian Federation,"Milk, Total",2019,12036218000
Russian Federation,"Milk, Total",2020,11549093000
Russian Federation,"Milk, Total",2021,12043578000
Russian Federation,"Milk, Total",2022,15859784000
Russian Federation,"Milk, Total",2023,13913666000
Russian Federation,"Roots and Tubers, Total",2017,4318624000
Russian Federation,"Roots and Tubers, Total",2018,4484486000
Russian Federation,"Roots and Tubers, Total",2019,3599146000
Russian Federation,"Roots and Tubers, Total",2020,3212016000
Russian Federation,"Roots and Tubers, Total",2021,4354403000
Russian Federation,"Roots and Tubers, Total",2022,5201735000
Russian Federation,"Roots and Tubers, Total",2023,4380334000
Russian Federation,Sugar Crops Primary,2017,1990483000
Russian Federation,Sugar Crops Primary,2018,1775455000
Russian Federation,Sugar Crops Primary,2019,1634592000
Russian Federation,Sugar Crops Primary,2020,1355100000
Russian Federation,Sugar Crops Primary,2021,1982486000
Russian Federation,Sugar Crops Primary,2022,2879408000
Russian Federation,Sugar Crops Primary,2023,2408503000
Russian Federation,Vegetables and Fruit Primary,2017,9227535000
Russian Federation,Vegetables and Fruit Primary,2018,9645427000
Russian Federation,Vegetables and Fruit Primary,2019,10966191000
Russian Federation,Vegetables and Fruit Primary,2020,10149838000
Russian Federation,Vegetables and Fruit Primary,2021,11571532000
Russian Federation,Vegetables and Fruit Primary,2022,13422373000
Russian Federation,Vegetables and Fruit Primary,2023,11602532000
Rwanda,Agriculture,2017,3712478000
Rwanda,Agriculture,2018,3418143000
Rwanda,Agriculture,2019,3532453000
Rwanda,Agriculture,2020,3797696000
Rwanda,Agriculture,2021,3881928000
Rwanda,Agriculture,2022,6529264000
Rwanda,Agriculture,2023,4894026000
Rwanda,"Cereals, primary",2017,357206000
Rwanda,"Cereals, primary",2018,284847000
Rwanda,"Cereals, primary",2019,343138000
Rwanda,"Cereals, primary",2020,356202000
Rwanda,"Cereals, primary",2021,346361000
Rwanda,"Cereals, primary",2022,825299000
Rwanda,"Cereals, primary",2023,532016000
Rwanda,Crops,2017,3239628000
Rwanda,Crops,2018,2980843000
Rwanda,Crops,2019,3101421000
Rwanda,Crops,2020,3325682000
Rwanda,Crops,2021,3410593000
Rwanda,Crops,2022,6072563000
Rwanda,Crops,2023,4424024000
Rwanda,"Meat indigenous, total",2017,279673000
Rwanda,"Meat indigenous, total",2018,237665000
Rwanda,"Meat indigenous, total",2019,244158000
Rwanda,"Meat indigenous, total",2020,296237000
Rwanda,"Meat indigenous, total",2021,294107000
Rwanda,"Meat indigenous, total",2022,273740000
Rwanda,"Meat indigenous, total",2023,271852000
Rwanda,"Milk, Total",2017,152290000
Rwanda,"Milk, Total",2018,157971000
Rwanda,"Milk, Total",2019,144324000
Rwanda,"Milk, Total",2020,136063000
Rwanda,"Milk, Total",2021,132269000
Rwanda,"Milk, Total",2022,135237000
Rwanda,"Milk, Total",2023,151985000
Rwanda,"Roots and Tubers, Total",2017,1000526000
Rwanda,"Roots and Tubers, Total",2018,861884000
Rwanda,"Roots and Tubers, Total",2019,822255000
Rwanda,"Roots and Tubers, Total",2020,940523000
Rwanda,"Roots and Tubers, Total",2021,967797000
Rwanda,"Roots and Tubers, Total",2022,2318114000
Rwanda,"Roots and Tubers, Total",2023,1499584000
Rwanda,Sugar Crops Primary,2017,33617000
Rwanda,Sugar Crops Primary,2018,31142000
Rwanda,Sugar Crops Primary,2019,29944000
Rwanda,Sugar Crops Primary,2020,29113000
Rwanda,Sugar Crops Primary,2021,36037000
Rwanda,Sugar Crops Primary,2022,91359000
Rwanda,Sugar Crops Primary,2023,52068000
Rwanda,Vegetables and Fruit Primary,2017,1501524000
Rwanda,Vegetables and Fruit Primary,2018,1491263000
Rwanda,Vegetables and Fruit Primary,2019,1552713000
Rwanda,Vegetables and Fruit Primary,2020,1614392000
Rwanda,Vegetables and Fruit Primary,2021,1720399000
Rwanda,Vegetables and Fruit Primary,2022,2091514000
Rwanda,Vegetables and Fruit Primary,2023,1764414000
Saint Kitts and Nevis,Agriculture,2017,11319000
Saint Kitts and Nevis,Agriculture,2018,11959000
Saint Kitts and Nevis,Agriculture,2019,13737000
Saint Kitts and Nevis,Agriculture,2020,13088000
Saint Kitts and Nevis,Agriculture,2021,13876000
Saint Kitts and Nevis,Agriculture,2022,13810000
Saint Kitts and Nevis,Agriculture,2023,13391000
Saint Kitts and Nevis,Crops,2017,10288000
Saint Kitts and Nevis,Crops,2018,10860000
Saint Kitts and Nevis,Crops,2019,12932000
Saint Kitts and Nevis,Crops,2020,12110000
Saint Kitts and Nevis,Crops,2021,12792000
Saint Kitts and Nevis,Crops,2022,12629000
Saint Kitts and Nevis,Crops,2023,12508000
Saint Kitts and Nevis,"Roots and Tubers, Total",2017,2648000
Saint Kitts and Nevis,"Roots and Tubers, Total",2018,2494000
Saint Kitts and Nevis,"Roots and Tubers, Total",2019,2959000
Saint Kitts and Nevis,"Roots and Tubers, Total",2020,2478000
Saint Kitts and Nevis,"Roots and Tubers, Total",2021,2470000
Saint Kitts and Nevis,"Roots and Tubers, Total",2022,2321000
Saint Kitts and Nevis,"Roots and Tubers, Total",2023,2317000
Saint Kitts and Nevis,Vegetables and Fruit Primary,2017,1459000
Saint Kitts and Nevis,Vegetables and Fruit Primary,2018,1571000
Saint Kitts and Nevis,Vegetables and Fruit Primary,2019,1586000
Saint Kitts and Nevis,Vegetables and Fruit Primary,2020,1101000
Saint Kitts and Nevis,Vegetables and Fruit Primary,2021,1450000
Saint Kitts and Nevis,Vegetables and Fruit Primary,2022,1277000
Saint Kitts and Nevis,Vegetables and Fruit Primary,2023,888000
Saint Lucia,Agriculture,2017,80069000
Saint Lucia,Agriculture,2018,82396000
Saint Lucia,Agriculture,2019,85440000
Saint Lucia,Agriculture,2020,72714000
Saint Lucia,Agriculture,2021,75960000
Saint Lucia,Agriculture,2022,86470000
Saint Lucia,Agriculture,2023,79272000
Saint Lucia,Crops,2017,62800000
Saint Lucia,Crops,2018,63834000
Saint Lucia,Crops,2019,65355000
Saint Lucia,Crops,2020,54154000
Saint Lucia,Crops,2021,57449000
Saint Lucia,Crops,2022,62863000
Saint Lucia,Crops,2023,56676000
Saint Lucia,"Meat indigenous, total",2017,13043000
Saint Lucia,"Meat indigenous, total",2018,13291000
Saint Lucia,"Meat indigenous, total",2019,14930000
Saint Lucia,"Meat indigenous, total",2020,13749000
Saint Lucia,"Meat indigenous, total",2021,11952000
Saint Lucia,"Meat indigenous, total",2022,16774000
Saint Lucia,"Meat indigenous, total",2023,16289000
Saint Lucia,"Milk, Total",2017,1407000
Saint Lucia,"Milk, Total",2018,1409000
Saint Lucia,"Milk, Total",2019,1557000
Saint Lucia,"Milk, Total",2020,1436000
Saint Lucia,"Milk, Total",2021,1404000
Saint Lucia,"Milk, Total",2022,1487000
Saint Lucia,"Milk, Total",2023,1491000
Saint Lucia,"Roots and Tubers, Total",2017,6526000
Saint Lucia,"Roots and Tubers, Total",2018,7777000
Saint Lucia,"Roots and Tubers, Total",2019,5919000
Saint Lucia,"Roots and Tubers, Total",2020,5750000
Saint Lucia,"Roots and Tubers, Total",2021,6579000
Saint Lucia,"Roots and Tubers, Total",2022,7260000
Saint Lucia,"Roots and Tubers, Total",2023,6829000
Saint Lucia,Vegetables and Fruit Primary,2017,37372000
Saint Lucia,Vegetables and Fruit Primary,2018,39543000
Saint Lucia,Vegetables and Fruit Primary,2019,39248000
Saint Lucia,Vegetables and Fruit Primary,2020,27908000
Saint Lucia,Vegetables and Fruit Primary,2021,30656000
Saint Lucia,Vegetables and Fruit Primary,2022,32970000
Saint Lucia,Vegetables and Fruit Primary,2023,29748000
Saint Vincent and the Grenadines,Agriculture,2017,104034000
Saint Vincent and the Grenadines,Agriculture,2018,109457000
Saint Vincent and the Grenadines,Agriculture,2019,117858000
Saint Vincent and the Grenadines,Agriculture,2020,116143000
Saint Vincent and the Grenadines,Agriculture,2021,96202000
Saint Vincent and the Grenadines,Agriculture,2022,100665000
Saint Vincent and the Grenadines,Agriculture,2023,106629000
Saint Vincent and the Grenadines,"Cereals, primary",2017,1351000
Saint Vincent and the Grenadines,"Cereals, primary",2018,1766000
Saint Vincent and the Grenadines,"Cereals, primary",2019,1340000
Saint Vincent and the Grenadines,"Cereals, primary",2020,1096000
Saint Vincent and the Grenadines,"Cereals, primary",2021,767000
Saint Vincent and the Grenadines,"Cereals, primary",2022,747000
Saint Vincent and the Grenadines,"Cereals, primary",2023,429000
Saint Vincent and the Grenadines,Crops,2017,91096000
Saint Vincent and the Grenadines,Crops,2018,96788000
Saint Vincent and the Grenadines,Crops,2019,105163000
Saint Vincent and the Grenadines,Crops,2020,103081000
Saint Vincent and the Grenadines,Crops,2021,85208000
Saint Vincent and the Grenadines,Crops,2022,88218000
Saint Vincent and the Grenadines,Crops,2023,94122000
Saint Vincent and the Grenadines,"Meat indigenous, total",2017,9315000
Saint Vincent and the Grenadines,"Meat indigenous, total",2018,9159000
Saint Vincent and the Grenadines,"Meat indigenous, total",2019,8832000
Saint Vincent and the Grenadines,"Meat indigenous, total",2020,8977000
Saint Vincent and the Grenadines,"Meat indigenous, total",2021,6942000
Saint Vincent and the Grenadines,"Meat indigenous, total",2022,8312000
Saint Vincent and the Grenadines,"Meat indigenous, total",2023,7916000
Saint Vincent and the Grenadines,"Milk, Total",2017,1442000
Saint Vincent and the Grenadines,"Milk, Total",2018,1386000
Saint Vincent and the Grenadines,"Milk, Total",2019,1344000
Saint Vincent and the Grenadines,"Milk, Total",2020,1361000
Saint Vincent and the Grenadines,"Milk, Total",2021,1332000
Saint Vincent and the Grenadines,"Milk, Total",2022,1307000
Saint Vincent and the Grenadines,"Milk, Total",2023,1337000
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2017,19231000
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2018,19651000
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2019,20564000
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2020,22565000
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2021,16831000
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2022,16207000
Saint Vincent and the Grenadines,"Roots and Tubers, Total",2023,13761000
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2017,46516000
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2018,50645000
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2019,52567000
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2020,49741000
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2021,45348000
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2022,48032000
Saint Vincent and the Grenadines,Vegetables and Fruit Primary,2023,52905000
Samoa,Agriculture,2017,70189000
Samoa,Agriculture,2018,83336000
Samoa,Agriculture,2019,71209000
Samoa,Agriculture,2020,69299000
Samoa,Agriculture,2021,73996000
Samoa,Agriculture,2022,86949000
Samoa,Agriculture,2023,98381000
Samoa,Crops,2017,68956000
Samoa,Crops,2018,82161000
Samoa,Crops,2019,70004000
Samoa,Crops,2020,68066000
Samoa,Crops,2021,72702000
Samoa,Crops,2022,85638000
Samoa,Crops,2023,97338000
Samoa,"Roots and Tubers, Total",2017,20685000
Samoa,"Roots and Tubers, Total",2018,26818000
Samoa,"Roots and Tubers, Total",2019,15184000
Samoa,"Roots and Tubers, Total",2020,16163000
Samoa,"Roots and Tubers, Total",2021,19568000
Samoa,"Roots and Tubers, Total",2022,29838000
Samoa,"Roots and Tubers, Total",2023,39122000
Samoa,Vegetables and Fruit Primary,2017,33222000
Samoa,Vegetables and Fruit Primary,2018,37096000
Samoa,Vegetables and Fruit Primary,2019,33408000
Samoa,Vegetables and Fruit Primary,2020,27102000
Samoa,Vegetables and Fruit Primary,2021,27540000
Samoa,Vegetables and Fruit Primary,2022,28211000
Samoa,Vegetables and Fruit Primary,2023,34513000
Saudi Arabia,Agriculture,2017,11690635000
Saudi Arabia,Agriculture,2018,12008092000
Saudi Arabia,Agriculture,2019,14998101000
Saudi Arabia,Agriculture,2020,21792216000
Saudi Arabia,Agriculture,2021,21750168000
Saudi Arabia,Agriculture,2022,24454058000
Saudi Arabia,Agriculture,2023,24886315000
Saudi Arabia,"Cereals, primary",2017,538220000
Saudi Arabia,"Cereals, primary",2018,486185000
Saudi Arabia,"Cereals, primary",2019,484435000
Saudi Arabia,"Cereals, primary",2020,623237000
Saudi Arabia,"Cereals, primary",2021,559948000
Saudi Arabia,"Cereals, primary",2022,726351000
Saudi Arabia,"Cereals, primary",2023,895204000
Saudi Arabia,Crops,2017,5430225000
Saudi Arabia,Crops,2018,6133517000
Saudi Arabia,Crops,2019,7472987000
Saudi Arabia,Crops,2020,10643947000
Saudi Arabia,Crops,2021,10128140000
Saudi Arabia,Crops,2022,11450369000
Saudi Arabia,Crops,2023,11906567000
Saudi Arabia,"Meat indigenous, total",2017,3063677000
Saudi Arabia,"Meat indigenous, total",2018,3236943000
Saudi Arabia,"Meat indigenous, total",2019,4141770000
Saudi Arabia,"Meat indigenous, total",2020,6501525000
Saudi Arabia,"Meat indigenous, total",2021,6749451000
Saudi Arabia,"Meat indigenous, total",2022,7736421000
Saudi Arabia,"Meat indigenous, total",2023,7590809000
Saudi Arabia,"Milk, Total",2017,2575923000
Saudi Arabia,"Milk, Total",2018,1948918000
Saudi Arabia,"Milk, Total",2019,2807147000
Saudi Arabia,"Milk, Total",2020,4007577000
Saudi Arabia,"Milk, Total",2021,4216813000
Saudi Arabia,"Milk, Total",2022,4579602000
Saudi Arabia,"Milk, Total",2023,4811295000
Saudi Arabia,"Roots and Tubers, Total",2017,302367000
Saudi Arabia,"Roots and Tubers, Total",2018,254681000
Saudi Arabia,"Roots and Tubers, Total",2019,250306000
Saudi Arabia,"Roots and Tubers, Total",2020,497832000
Saudi Arabia,"Roots and Tubers, Total",2021,477903000
Saudi Arabia,"Roots and Tubers, Total",2022,690507000
Saudi Arabia,"Roots and Tubers, Total",2023,605100000
Saudi Arabia,Vegetables and Fruit Primary,2017,4573690000
Saudi Arabia,Vegetables and Fruit Primary,2018,5377695000
Saudi Arabia,Vegetables and Fruit Primary,2019,6722125000
Saudi Arabia,Vegetables and Fruit Primary,2020,9506270000
Saudi Arabia,Vegetables and Fruit Primary,2021,9073119000
Saudi Arabia,Vegetables and Fruit Primary,2022,10015933000
Saudi Arabia,Vegetables and Fruit Primary,2023,10390069000
Senegal,Agriculture,2017,2299370000
Senegal,Agriculture,2018,2982305000
Senegal,Agriculture,2019,2994259000
Senegal,Agriculture,2020,3769815000
Senegal,Agriculture,2021,3861168000
Senegal,Agriculture,2022,3861454000
Senegal,Agriculture,2023,4656836000
Senegal,"Cereals, primary",2017,693140000
Senegal,"Cereals, primary",2018,823423000
Senegal,"Cereals, primary",2019,748217000
Senegal,"Cereals, primary",2020,1095879000
Senegal,"Cereals, primary",2021,1243814000
Senegal,"Cereals, primary",2022,1413131000
Senegal,"Cereals, primary",2023,1966117000
Senegal,Crops,2017,2132136000
Senegal,Crops,2018,2802958000
Senegal,Crops,2019,2819027000
Senegal,Crops,2020,3593705000
Senegal,Crops,2021,3675731000
Senegal,Crops,2022,3688812000
Senegal,Crops,2023,4480495000
Senegal,"Meat indigenous, total",2017,651000
Senegal,"Meat indigenous, total",2018,753000
Senegal,"Meat indigenous, total",2019,695000
Senegal,"Meat indigenous, total",2020,792000
Senegal,"Meat indigenous, total",2021,844000
Senegal,"Meat indigenous, total",2022,752000
Senegal,"Meat indigenous, total",2023,814000
Senegal,"Milk, Total",2017,155479000
Senegal,"Milk, Total",2018,166533000
Senegal,"Milk, Total",2019,162781000
Senegal,"Milk, Total",2020,161316000
Senegal,"Milk, Total",2021,169401000
Senegal,"Milk, Total",2022,157788000
Senegal,"Milk, Total",2023,161377000
Senegal,"Roots and Tubers, Total",2017,250661000
Senegal,"Roots and Tubers, Total",2018,307062000
Senegal,"Roots and Tubers, Total",2019,379828000
Senegal,"Roots and Tubers, Total",2020,465576000
Senegal,"Roots and Tubers, Total",2021,426996000
Senegal,"Roots and Tubers, Total",2022,443758000
Senegal,"Roots and Tubers, Total",2023,481232000
Senegal,Sugar Crops Primary,2017,23336000
Senegal,Sugar Crops Primary,2018,24809000
Senegal,Sugar Crops Primary,2019,20668000
Senegal,Sugar Crops Primary,2020,18383000
Senegal,Sugar Crops Primary,2021,18806000
Senegal,Sugar Crops Primary,2022,17952000
Senegal,Sugar Crops Primary,2023,18404000
Senegal,Vegetables and Fruit Primary,2017,583871000
Senegal,Vegetables and Fruit Primary,2018,988381000
Senegal,Vegetables and Fruit Primary,2019,964240000
Senegal,Vegetables and Fruit Primary,2020,1097709000
Senegal,Vegetables and Fruit Primary,2021,1075023000
Senegal,Vegetables and Fruit Primary,2022,1051075000
Senegal,Vegetables and Fruit Primary,2023,1228713000
Serbia,Agriculture,2017,4611211000
Serbia,Agriculture,2018,5509407000
Serbia,Agriculture,2019,5585686000
Serbia,Agriculture,2020,6512945000
Serbia,Agriculture,2021,7880154000
Serbia,Agriculture,2022,7313956000
Serbia,Agriculture,2023,7050368000
Serbia,"Cereals, primary",2017,1023535000
Serbia,"Cereals, primary",2018,1581779000
Serbia,"Cereals, primary",2019,1512394000
Serbia,"Cereals, primary",2020,1844928000
Serbia,"Cereals, primary",2021,2319602000
Serbia,"Cereals, primary",2022,2289245000
Serbia,"Cereals, primary",2023,1861516000
Serbia,Crops,2017,2875382000
Serbia,Crops,2018,3585840000
Serbia,Crops,2019,3463365000
Serbia,Crops,2020,4080127000
Serbia,Crops,2021,4982200000
Serbia,Crops,2022,4756561000
Serbia,Crops,2023,4209734000
Serbia,"Meat indigenous, total",2017,1108043000
Serbia,"Meat indigenous, total",2018,1227198000
